species	longitude	latitude
Myrmecophaga tridactyla	-62.06383	-25.77392
Myrmecophaga tridactyla	-61.76582	-25.67402
Myrmecophaga tridactyla	-61.70746	-25.96175
Myrmecophaga tridactyla	-62.11945	-26.11105
Myrmecophaga tridactyla	-64.68063	-22.62827
Myrmecophaga tridactyla	-60.52059	-26.77596
Myrmecophaga tridactyla	-64.24221	-24.72033
Myrmecophaga tridactyla	-62.51296	-23.91615
Myrmecophaga tridactyla	-62.4248	-23.9388
Myrmecophaga tridactyla	-62.40725	-23.93491
Myrmecophaga tridactyla	-62.46666	-23.96409
Myrmecophaga tridactyla	-62.52348	-24.12598
Myrmecophaga tridactyla	-62.48819	-24.41465
Myrmecophaga tridactyla	-63.93133	-22.48328
Myrmecophaga tridactyla	-63.945	-22.51942
Myrmecophaga tridactyla	-64.56876	-23.68291
Myrmecophaga tridactyla	-63.87588	-23.76176
Myrmecophaga tridactyla	-62.904095	-22.01122
Myrmecophaga tridactyla	-63.086571	-22.056229
Myrmecophaga tridactyla	-63.07083	-22.08194
Myrmecophaga tridactyla	-62.78261	-24.27443
Myrmecophaga tridactyla	-62.86213	-24.24163
Myrmecophaga tridactyla	-62.506262	-24.287843
Myrmecophaga tridactyla	-62.44018	-24.30352
Myrmecophaga tridactyla	-62.456961	-24.246398
Myrmecophaga tridactyla	-62.50791	-24.247888
Myrmecophaga tridactyla	-62.55361	-24.2636
Myrmecophaga tridactyla	-62.55361	-24.2636
Myrmecophaga tridactyla	-62.37519	-24.23604
Myrmecophaga tridactyla	-62.446507	-24.139093
Myrmecophaga tridactyla	-62.523481	-24.125984
Myrmecophaga tridactyla	-62.52093703	-24.49358999
Myrmecophaga tridactyla	-47.8231	-21.5255
Myrmecophaga tridactyla	-47.8385	-21.5389
Myrmecophaga tridactyla	-47.8251	-21.5619
Myrmecophaga tridactyla	-47.7942	-21.5633
Myrmecophaga tridactyla	-47.742	-21.5655
Myrmecophaga tridactyla	-47.7288	-21.5646
Myrmecophaga tridactyla	-47.8385	-21.5768
Myrmecophaga tridactyla	-47.7857	-21.5771
Myrmecophaga tridactyla	-47.7422	-21.5786
Myrmecophaga tridactyla	-47.8374	-21.5903
Myrmecophaga tridactyla	-47.7839	-21.589
Myrmecophaga tridactyla	-47.7425	-21.591
Myrmecophaga tridactyla	-47.7148	-21.5901
Myrmecophaga tridactyla	-47.8241	-21.6029
Myrmecophaga tridactyla	-47.7701	-21.6032
Myrmecophaga tridactyla	-47.7564	-21.6004
Myrmecophaga tridactyla	-47.7295	-21.604
Myrmecophaga tridactyla	-47.7133	-21.6045
Myrmecophaga tridactyla	-47.8124	-21.6162
Myrmecophaga tridactyla	-47.7568	-21.6163
Myrmecophaga tridactyla	-47.7417	-21.6172
Myrmecophaga tridactyla	-47.7155	-21.6424
Myrmecophaga tridactyla	-47.7022	-21.644
Myrmecophaga tridactyla	-47.7301	-21.6562
Myrmecophaga tridactyla	-47.73	-21.6682
Myrmecophaga tridactyla	-47.82	-21.5518
Myrmecophaga tridactyla	-47.7164	-21.5795
Myrmecophaga tridactyla	-47.6894	-21.6547
Myrmecophaga tridactyla	-47.8073	-21.5003
Myrmecophaga tridactyla	-47.8081	-21.5188
Myrmecophaga tridactyla	-47.7817	-21.5388
Myrmecophaga tridactyla	-47.7418	-21.5436
Myrmecophaga tridactyla	-47.7541	-21.5654
Myrmecophaga tridactyla	-47.7022	-21.6046
Myrmecophaga tridactyla	-47.6918	-21.6
Myrmecophaga tridactyla	-47.7157	-21.617
Myrmecophaga tridactyla	-47.8104	-21.6417
Myrmecophaga tridactyla	-47.7284	-21.6755
Myrmecophaga tridactyla	-47.5541	-21.5289
Myrmecophaga tridactyla	-47.5672	-21.5414
Myrmecophaga tridactyla	-47.5811	-21.5544
Myrmecophaga tridactyla	-47.5697	-21.5533
Myrmecophaga tridactyla	-47.5685	-21.5671
Myrmecophaga tridactyla	-47.5404	-21.568
Myrmecophaga tridactyla	-47.4994	-21.5684
Myrmecophaga tridactyla	-47.4575	-21.5686
Myrmecophaga tridactyla	-47.4996	-21.5809
Myrmecophaga tridactyla	-47.4723	-21.5814
Myrmecophaga tridactyla	-47.487	-21.5938
Myrmecophaga tridactyla	-47.5004	-21.6062
Myrmecophaga tridactyla	-47.4054	-21.5956
Myrmecophaga tridactyla	-47.5276	-21.6191
Myrmecophaga tridactyla	-47.5799	-21.5162
Myrmecophaga tridactyla	-47.5948	-21.5796
Myrmecophaga tridactyla	-47.5522	-21.5768
Myrmecophaga tridactyla	-47.5274	-21.5934
Myrmecophaga tridactyla	-47.4188	-21.6067
Myrmecophaga tridactyla	-47.3781	-21.621
Myrmecophaga tridactyla	-47.5144	-21.6315
Myrmecophaga tridactyla	-47.5017	-21.6453
Myrmecophaga tridactyla	-47.3641	-21.0919
Myrmecophaga tridactyla	-47.3799	-21.105
Myrmecophaga tridactyla	-47.3798	-21.1173
Myrmecophaga tridactyla	-47.3655	-21.1175
Myrmecophaga tridactyla	-47.3941	-21.1307
Myrmecophaga tridactyla	-47.381	-21.1308
Myrmecophaga tridactyla	-47.3662	-21.132
Myrmecophaga tridactyla	-47.4209	-21.1433
Myrmecophaga tridactyla	-47.3536	-21.1699
Myrmecophaga tridactyla	-47.3662	-21.1442
Myrmecophaga tridactyla	-47.3529	-21.1435
Myrmecophaga tridactyla	-47.394	-21.1555
Myrmecophaga tridactyla	-47.4078	-21.1693
Myrmecophaga tridactyla	-47.394	-21.1693
Myrmecophaga tridactyla	-47.38	-21.1689
Myrmecophaga tridactyla	-47.3785	-21.0667
Myrmecophaga tridactyla	-47.3644	-21.0664
Myrmecophaga tridactyla	-47.3657	-21.0793
Myrmecophaga tridactyla	-47.4211	-21.1179
Myrmecophaga tridactyla	-47.3404	-21.1171
Myrmecophaga tridactyla	-47.4214	-21.1291
Myrmecophaga tridactyla	-47.407	-21.1303
Myrmecophaga tridactyla	-47.435	-21.1547
Myrmecophaga tridactyla	-47.3409	-21.1829
Myrmecophaga tridactyla	-56.7099	-17.4457
Myrmecophaga tridactyla	-56.7099	-17.4457
Myrmecophaga tridactyla	-56.7196	-17.3145
Myrmecophaga tridactyla	-56.7196	-17.3145
Myrmecophaga tridactyla	-56.7362	-17.4198
Myrmecophaga tridactyla	-56.6933	-17.3908
Myrmecophaga tridactyla	-56.7316	-17.3686
Myrmecophaga tridactyla	-56.7316	-17.3686
Myrmecophaga tridactyla	-56.7074	-17.3393
Myrmecophaga tridactyla	-56.6485	-17.3787
Myrmecophaga tridactyla	-56.6485	-17.3787
Myrmecophaga tridactyla	-56.7679	-17.3529
Myrmecophaga tridactyla	-56.7099	-17.4457
Myrmecophaga tridactyla	-56.7196	-17.3145
Myrmecophaga tridactyla	-56.7564	-17.3378
Myrmecophaga tridactyla	-56.7564	-17.3378
Myrmecophaga tridactyla	-56.6485	-17.3787
Myrmecophaga tridactyla	-56.7316	-17.3686
Myrmecophaga tridactyla	-56.7316	-17.3686
Myrmecophaga tridactyla	-56.7316	-17.3686
Myrmecophaga tridactyla	-56.6987	-17.4104
Myrmecophaga tridactyla	-56.6485	-17.3787
Myrmecophaga tridactyla	-56.7316	-17.3686
Myrmecophaga tridactyla	-56.7099	-17.4457
Myrmecophaga tridactyla	-56.7527	-17.365
Myrmecophaga tridactyla	-56.7564	-17.3378
Myrmecophaga tridactyla	-56.69	-17.3343
Myrmecophaga tridactyla	-56.7214	-17.3957
Myrmecophaga tridactyla	-56.7564	-17.3378
Myrmecophaga tridactyla	-56.7214	-17.3957
Myrmecophaga tridactyla	-56.69	-17.3343
Myrmecophaga tridactyla	-56.7385	-17.3633
Myrmecophaga tridactyla	-56.7564	-17.3378
Myrmecophaga tridactyla	-56.7099	-17.4457
Myrmecophaga tridactyla	-56.7385	-17.3633
Myrmecophaga tridactyla	-56.7385	-17.3633
Myrmecophaga tridactyla	-56.7099	-17.4457
Myrmecophaga tridactyla	-56.6987	-17.4104
Myrmecophaga tridactyla	-56.6987	-17.4104
Myrmecophaga tridactyla	-56.6987	-17.4104
Myrmecophaga tridactyla	-56.6987	-17.4104
Myrmecophaga tridactyla	-56.7585	-17.3182
Myrmecophaga tridactyla	-56.7182	-17.3125
Myrmecophaga tridactyla	-56.7099	-17.4457
Myrmecophaga tridactyla	-56.7099	-17.4457
Myrmecophaga tridactyla	-56.7099	-17.4457
Myrmecophaga tridactyla	-56.6933	-17.3908
Myrmecophaga tridactyla	-56.6987	-17.4104
Myrmecophaga tridactyla	-56.7585	-17.3182
Myrmecophaga tridactyla	-56.6933	-17.3908
Myrmecophaga tridactyla	-56.6933	-17.3908
Myrmecophaga tridactyla	-56.7406	-17.3818
Myrmecophaga tridactyla	-56.7406	-17.3818
Myrmecophaga tridactyla	-56.6933	-17.3908
Myrmecophaga tridactyla	-56.7406	-17.3818
Myrmecophaga tridactyla	-57.6105	-17.8157
Myrmecophaga tridactyla	-57.6105	-17.8157
Myrmecophaga tridactyla	-57.6439	-17.7976
Myrmecophaga tridactyla	-57.6439	-17.7976
Myrmecophaga tridactyla	-57.5573	-17.7929
Myrmecophaga tridactyla	-57.5573	-17.7929
Myrmecophaga tridactyla	-57.5573	-17.7929
Myrmecophaga tridactyla	-57.5573	-17.7929
Myrmecophaga tridactyla	-57.6105	-17.8157
Myrmecophaga tridactyla	-57.6105	-17.8157
Myrmecophaga tridactyla	-46.26	-21.3941
Myrmecophaga tridactyla	-46.1924	-21.3597
Myrmecophaga tridactyla	-46.0638	-19.1223
Myrmecophaga tridactyla	-46.0676	-19.1269
Myrmecophaga tridactyla	-46.0005	-19.3193
Myrmecophaga tridactyla	-47.3302	-19.9547
Myrmecophaga tridactyla	-45.6082	-21.0116
Myrmecophaga tridactyla	-45.1244	-21.0731
Myrmecophaga tridactyla	-58.18194	-9.72167
Myrmecophaga tridactyla	-60.59167	-7.715
Myrmecophaga tridactyla	-59.42333	-1.93
Myrmecophaga tridactyla	-48.42	-22.96306
Myrmecophaga tridactyla	-55.915356	-9.520587
Myrmecophaga tridactyla	-48.766694	-18.215083
Myrmecophaga tridactyla	-48.786444	-18.228139
Myrmecophaga tridactyla	-48.766833	-18.213083
Myrmecophaga tridactyla	-48.78084	-18.219403
Myrmecophaga tridactyla	-48.783291	-18.221999
Myrmecophaga tridactyla	-48.138056	-17.71925
Myrmecophaga tridactyla	-48.371051	-17.769857
Myrmecophaga tridactyla	-47.998039	-18.016991
Myrmecophaga tridactyla	-48.244944	-17.48
Myrmecophaga tridactyla	-48.24575	-17.479278
Myrmecophaga tridactyla	-48.24575	-17.479278
Myrmecophaga tridactyla	-48.245886	-17.477861
Myrmecophaga tridactyla	-48.052067	-17.771078
Myrmecophaga tridactyla	-48.162111	-17.616833
Myrmecophaga tridactyla	-48.161806	-17.616583
Myrmecophaga tridactyla	-47.985956	-18.055464
Myrmecophaga tridactyla	-48.21045	-17.730125
Myrmecophaga tridactyla	-48.081188	-17.681306
Myrmecophaga tridactyla	-48.085803	-17.675281
Myrmecophaga tridactyla	-48.09375	-17.676944
Myrmecophaga tridactyla	-48.138417	-17.798111
Myrmecophaga tridactyla	-48.136154	-17.797994
Myrmecophaga tridactyla	-47.68725	-18.112667
Myrmecophaga tridactyla	-47.913583	-17.774889
Myrmecophaga tridactyla	-47.921342	-17.774962
Myrmecophaga tridactyla	-48.088556	-17.673778
Myrmecophaga tridactyla	-48.0935	-17.676694
Myrmecophaga tridactyla	-48.093194	-17.676222
Myrmecophaga tridactyla	-48.088361	-17.672917
Myrmecophaga tridactyla	-47.989379	-18.038396
Myrmecophaga tridactyla	-52.352338	-14.711913
Myrmecophaga tridactyla	-52.929788	-14.26843
Myrmecophaga tridactyla	-50.190278	-24.705
Myrmecophaga tridactyla	-47.356532	-4.811579
Myrmecophaga tridactyla	-47.895562	-5.149651
Myrmecophaga tridactyla	-66.4563	-8.8193
Myrmecophaga tridactyla	-67.375851	-8.770828
Myrmecophaga tridactyla	-48.48446	-21.69146
Myrmecophaga tridactyla	-48.52579	-21.692
Myrmecophaga tridactyla	-48.47147	-21.63919
Myrmecophaga tridactyla	-48.48447	-21.63963
Myrmecophaga tridactyla	-48.54016	-21.63836
Myrmecophaga tridactyla	-48.56578	-21.63944
Myrmecophaga tridactyla	-48.56864	-21.62804
Myrmecophaga tridactyla	-48.57905	-21.62981
Myrmecophaga tridactyla	-48.5501	-21.61274
Myrmecophaga tridactyla	-48.5501	-21.61274
Myrmecophaga tridactyla	-48.89709889	-22.53814694
Myrmecophaga tridactyla	-48.89514	-22.521109
Myrmecophaga tridactyla	-48.89514	-22.521109
Myrmecophaga tridactyla	-48.89514	-22.521109
Myrmecophaga tridactyla	-48.904363	-22.518689
Myrmecophaga tridactyla	-48.904363	-22.518689
Myrmecophaga tridactyla	-48.904363	-22.518689
Myrmecophaga tridactyla	-48.904363	-22.518689
Myrmecophaga tridactyla	-48.909905	-22.519818
Myrmecophaga tridactyla	-48.909905	-22.519818
Myrmecophaga tridactyla	-48.927419	-22.537911
Myrmecophaga tridactyla	-48.927419	-22.537911
Myrmecophaga tridactyla	-48.935737	-22.545603
Myrmecophaga tridactyla	-48.935737	-22.545603
Myrmecophaga tridactyla	-48.935737	-22.545603
Myrmecophaga tridactyla	-48.886869	-22.540096
Myrmecophaga tridactyla	-48.886869	-22.540096
Myrmecophaga tridactyla	-46.9166	-6.2
Myrmecophaga tridactyla	-45.7015	-7.9072
Myrmecophaga tridactyla	-45.6806	-7.888
Myrmecophaga tridactyla	-48.3578	-5.1988
Myrmecophaga tridactyla	-47.036	-7.2725
Myrmecophaga tridactyla	-45.9158	-3.1762
Myrmecophaga tridactyla	-47.0398	-7.0186
Myrmecophaga tridactyla	-47.8987	-7.9208
Myrmecophaga tridactyla	-47.9587	-7.9228
Myrmecophaga tridactyla	-47.1651	-6.7343
Myrmecophaga tridactyla	-46.15	-3.75
Myrmecophaga tridactyla	-46.2911	-3.779
Myrmecophaga tridactyla	-46.5775	-2.9359
Myrmecophaga tridactyla	-46.1997	-3.8634
Myrmecophaga tridactyla	-46.8928	-3.9402
Myrmecophaga tridactyla	-45.715212	-8.184186
Myrmecophaga tridactyla	-45.7152	-8.1841
Myrmecophaga tridactyla	-45.701564	-7.907202
Myrmecophaga tridactyla	-45.680696	-7.888929
Myrmecophaga tridactyla	-45.4172	-7.9806
Myrmecophaga tridactyla	-56.442926	-4.882051
Myrmecophaga tridactyla	-56.443061	-4.882051
Myrmecophaga tridactyla	-56.455425	-5.079993
Myrmecophaga tridactyla	-56.956046	-5.324098
Myrmecophaga tridactyla	-56.461299	-5.155081
Myrmecophaga tridactyla	-56.402382	-4.752403
Myrmecophaga tridactyla	-56.421257	-4.888031
Myrmecophaga tridactyla	-56.434843	-4.884586
Myrmecophaga tridactyla	-56.291068	-4.508045
Myrmecophaga tridactyla	-56.626329	-4.675918
Myrmecophaga tridactyla	-56.47309	-4.828558
Myrmecophaga tridactyla	-56.47309	-4.828558
Myrmecophaga tridactyla	-56.47309	-4.828558
Myrmecophaga tridactyla	-56.47309	-4.828558
Myrmecophaga tridactyla	-56.47309	-4.828558
Myrmecophaga tridactyla	-56.47309	-4.828558
Myrmecophaga tridactyla	-56.489626	-4.916166
Myrmecophaga tridactyla	-56.924017	-5.232626
Myrmecophaga tridactyla	-56.924017	-5.232626
Myrmecophaga tridactyla	-46.33333333	-20.66666667
Myrmecophaga tridactyla	-46.36611111	-20.32666667
Myrmecophaga tridactyla	-52.92777778	-18.10638889
Myrmecophaga tridactyla	-52.92777778	-18.10638889
Myrmecophaga tridactyla	-45.53861111	-19.77972222
Myrmecophaga tridactyla	-45.97916667	-19.88194444
Myrmecophaga tridactyla	-45.533064	-20.462254
Myrmecophaga tridactyla	-56.1769	-16.68817
Myrmecophaga tridactyla	-55.61523	-19.50808
Myrmecophaga tridactyla	-56.15218	-19.57749
Myrmecophaga tridactyla	-45.32625	-14.89641
Myrmecophaga tridactyla	-45.83712	-15.22506
Myrmecophaga tridactyla	-55.90737	-15.31091
Myrmecophaga tridactyla	-52.9325	-18.04702
Myrmecophaga tridactyla	-49.01712	-22.35211
Myrmecophaga tridactyla	-48.95648	-22.77221
Myrmecophaga tridactyla	-49.6978	-22.40507
Myrmecophaga tridactyla	-61.9265679	-25.69884153
Myrmecophaga tridactyla	-62.04292045	-25.7912728
Myrmecophaga tridactyla	-61.7374953	-25.74279707
Myrmecophaga tridactyla	-61.81504861	-25.65492153
Myrmecophaga tridactyla	-61.87207564	-25.65503628
Myrmecophaga tridactyla	-61.9014615	-25.65501248
Myrmecophaga tridactyla	-61.71524428	-25.72585322
Myrmecophaga tridactyla	-62.03470417	-25.76594822
Myrmecophaga tridactyla	-61.71548023	-25.67294983
Myrmecophaga tridactyla	-61.75421619	-25.65491742
Myrmecophaga tridactyla	-61.99989916	-25.66263271
Myrmecophaga tridactyla	-61.79754543	-25.66354374
Myrmecophaga tridactyla	-61.77922276	-25.65494332
Myrmecophaga tridactyla	-61.96038645	-25.65494081
Myrmecophaga tridactyla	-62.02658177	-25.74030178
Myrmecophaga tridactyla	-62.04168	-24.86947
Myrmecophaga tridactyla	-62.0284	-24.89263
Myrmecophaga tridactyla	-62.09773	-24.77219
Myrmecophaga tridactyla	-62.1204	-24.76641
Myrmecophaga tridactyla	-62.13585	-24.78959
Myrmecophaga tridactyla	-62.25106	-24.75384
Myrmecophaga tridactyla	-62.07581	-24.96095
Myrmecophaga tridactyla	-62.06825	-24.77817
Myrmecophaga tridactyla	-62.22826	-24.82974
Myrmecophaga tridactyla	-62.0919	-24.88425
Myrmecophaga tridactyla	-62.203932	-23.453647
Myrmecophaga tridactyla	-62.225814	-23.52431
Myrmecophaga tridactyla	-62.338399	-23.482035
Myrmecophaga tridactyla	-62.21495	-23.429928
Myrmecophaga tridactyla	-62.262486	-23.392362
Myrmecophaga tridactyla	-62.227315	-23.403953
Myrmecophaga tridactyla	-62.338922	-23.447144
Myrmecophaga tridactyla	-62.260761	-23.512636
Myrmecophaga tridactyla	-62.3118	-23.43664
Myrmecophaga tridactyla	-62.28981	-23.40173
Myrmecophaga tridactyla	-62.15022	-23.4408
Myrmecophaga tridactyla	-62.241316	-23.441142
Myrmecophaga tridactyla	-62.20015	-23.521316
Myrmecophaga tridactyla	-62.21201	-23.55462
Myrmecophaga tridactyla	-62.364663	-23.49273
Myrmecophaga tridactyla	-62.282783	-23.42538
Myrmecophaga tridactyla	-62.365776	-23.457538
Myrmecophaga tridactyla	-62.3266	-23.41348
Myrmecophaga tridactyla	-62.21065	-23.49745
Myrmecophaga tridactyla	-61.01476385	-24.98182227
Myrmecophaga tridactyla	-61.26238447	-24.93617199
Myrmecophaga tridactyla	-61.05182265	-25.11900067
Myrmecophaga tridactyla	-60.94658646	-24.99382599
Myrmecophaga tridactyla	-60.84177118	-25.04881203
Myrmecophaga tridactyla	-60.96033722	-24.95742657
Myrmecophaga tridactyla	-61.08183333	-25.16119444
Myrmecophaga tridactyla	-61.14270346	-25.05932
Myrmecophaga tridactyla	-60.94734619	-25.01161532
Myrmecophaga tridactyla	-61.04263804	-25.09688476
Myrmecophaga tridactyla	-61.02496999	-25.15380995
Myrmecophaga tridactyla	-61.08766437	-25.13437592
Myrmecophaga tridactyla	-61.05810072	-25.07938972
Myrmecophaga tridactyla	-61.05417741	-25.00835845
Myrmecophaga tridactyla	-61.25124	-24.93863
Myrmecophaga tridactyla	-61.29334948	-24.92920437
Myrmecophaga tridactyla	-61.02106554	-25.00965547
Myrmecophaga tridactyla	-61.03979574	-25.04507052
Myrmecophaga tridactyla	-60.93971824	-25.18896332
Myrmecophaga tridactyla	-61.05966428	-24.96975183
Myrmecophaga tridactyla	-60.93019095	-25.02680526
Myrmecophaga tridactyla	-60.97288401	-24.96999213
Myrmecophaga tridactyla	-61.24229112	-24.88144915
Myrmecophaga tridactyla	-61.03656719	-25.0684572
Myrmecophaga tridactyla	-61.00028328	-24.971205
Myrmecophaga tridactyla	-60.90748253	-25.04877557
Myrmecophaga tridactyla	-61.11478544	-25.10330362
Myrmecophaga tridactyla	-61.02864613	-25.02406371
Myrmecophaga tridactyla	-61.11544	-24.96302
Myrmecophaga tridactyla	-60.97663994	-25.18526992
Myrmecophaga tridactyla	-60.88945004	-25.05067399
Myrmecophaga tridactyla	-61.00954645	-24.97517617
Myrmecophaga tridactyla	-61.01933031	-24.92320117
Myrmecophaga tridactyla	-55.818336	-15.362435
Myrmecophaga tridactyla	-55.951256	-15.362106
Myrmecophaga tridactyla	-55.808914	-15.355942
Myrmecophaga tridactyla	-55.802779	-15.350425
Myrmecophaga tridactyla	-55.943091	-15.348984
Myrmecophaga tridactyla	-55.952282	-15.344152
Myrmecophaga tridactyla	-55.93943	-15.338888
Myrmecophaga tridactyla	-55.787777	-15.336884
Myrmecophaga tridactyla	-55.947559	-15.33584
Myrmecophaga tridactyla	-55.925181	-15.318167
Myrmecophaga tridactyla	-55.810041	-15.30872
Myrmecophaga tridactyla	-55.818891	-15.307604
Myrmecophaga tridactyla	-55.82891	-15.303012
Myrmecophaga tridactyla	-55.932777	-15.300813
Myrmecophaga tridactyla	-55.835852	-15.30026
Myrmecophaga tridactyla	-55.81292	-15.295843
Myrmecophaga tridactyla	-55.810705	-15.283767
Myrmecophaga tridactyla	-55.838476	-15.438118
Myrmecophaga tridactyla	-55.857778	-15.374889
Myrmecophaga tridactyla	-55.968306	-15.353944
Myrmecophaga tridactyla	-55.909194	-15.337778
Myrmecophaga tridactyla	-55.895861	-15.327528
Myrmecophaga tridactyla	-55.857083	-15.342639
Myrmecophaga tridactyla	-55.794778	-15.343583
Myrmecophaga tridactyla	-55.848222	-15.274694
Myrmecophaga tridactyla	-55.813194	-15.276167
Myrmecophaga tridactyla	-68.85045833	-13.03398889
Myrmecophaga tridactyla	-68.83501667	-12.85593333
Myrmecophaga tridactyla	-64.52662815	-13.62475368
Myrmecophaga tridactyla	-66.45555556	-13.84119444
Myrmecophaga tridactyla	-66.55272222	-13.87194444
Myrmecophaga tridactyla	-66.41683333	-13.72827778
Myrmecophaga tridactyla	-66.49944444	-13.82944444
Myrmecophaga tridactyla	-65.1174654	-13.61928432
Myrmecophaga tridactyla	-64.68472222	-15.26472222
Myrmecophaga tridactyla	-64.98333333	-13.91666667
Myrmecophaga tridactyla	-64.76777778	-15.26555556
Myrmecophaga tridactyla	-64.63666667	-15.30333333
Myrmecophaga tridactyla	-64.64204795	-15.32599697
Myrmecophaga tridactyla	-64.75716667	-15.13486111
Myrmecophaga tridactyla	-64.60455556	-15.38666667
Myrmecophaga tridactyla	-64.43402778	-13.94172222
Myrmecophaga tridactyla	-64.98744444	-13.61333333
Myrmecophaga tridactyla	-64.55002778	-15.46980556
Myrmecophaga tridactyla	-64.59486111	-15.43841667
Myrmecophaga tridactyla	-64.56997222	-15.41808333
Myrmecophaga tridactyla	-64.53027778	-15.50977778
Myrmecophaga tridactyla	-64.56094444	-15.34780556
Myrmecophaga tridactyla	-64.20025556	-15.25208333
Myrmecophaga tridactyla	-66.49986111	-13.82913889
Myrmecophaga tridactyla	-64.80006667	-15.30000556
Myrmecophaga tridactyla	-64.78334583	-15.20003056
Myrmecophaga tridactyla	-64.71668556	-15.13335944
Myrmecophaga tridactyla	-64.66667694	-15.16674056
Myrmecophaga tridactyla	-64.6667	-15.20006111
Myrmecophaga tridactyla	-64.6667	-15.20006111
Myrmecophaga tridactyla	-64.716735	-15.21666861
Myrmecophaga tridactyla	-65.46511111	-12.56016667
Myrmecophaga tridactyla	-65.43636111	-12.56213889
Myrmecophaga tridactyla	-65.46983333	-12.42269444
Myrmecophaga tridactyla	-65.34372222	-15.26227778
Myrmecophaga tridactyla	-64.21167483	-15.63190907
Myrmecophaga tridactyla	-65.45486111	-12.49125
Myrmecophaga tridactyla	-63.79180556	-13.69158333
Myrmecophaga tridactyla	-68.7693712	-14.58098057
Myrmecophaga tridactyla	-68.70794925	-14.59034199
Myrmecophaga tridactyla	-67.69720061	-14.58723444
Myrmecophaga tridactyla	-67.68501929	-14.57536983
Myrmecophaga tridactyla	-67.7748934	-14.55448852
Myrmecophaga tridactyla	-67.69326304	-14.58760113
Myrmecophaga tridactyla	-67.68501929	-14.57536983
Myrmecophaga tridactyla	-67.7748934	-14.55448852
Myrmecophaga tridactyla	-67.71005548	-14.5313788
Myrmecophaga tridactyla	-67.69066055	-14.59135597
Myrmecophaga tridactyla	-67.73785879	-14.53424204
Myrmecophaga tridactyla	-67.73637481	-14.56347691
Myrmecophaga tridactyla	-68.71080135	-14.58881755
Myrmecophaga tridactyla	-68.7108	-14.58881667
Myrmecophaga tridactyla	-67.70277102	-14.63505734
Myrmecophaga tridactyla	-67.55829688	-13.92743743
Myrmecophaga tridactyla	-67.56182158	-13.92614753
Myrmecophaga tridactyla	-67.99046205	-14.05461784
Myrmecophaga tridactyla	-67.79622782	-14.00852735
Myrmecophaga tridactyla	-67.75929176	-13.99026087
Myrmecophaga tridactyla	-67.73072208	-14.1347528
Myrmecophaga tridactyla	-67.98120127	-14.05457897
Myrmecophaga tridactyla	-67.88855142	-14.06321106
Myrmecophaga tridactyla	-67.87920249	-14.08124867
Myrmecophaga tridactyla	-67.82368013	-14.07194406
Myrmecophaga tridactyla	-67.78701694	-13.99944124
Myrmecophaga tridactyla	-67.80581248	-13.94529289
Myrmecophaga tridactyla	-67.82409493	-13.99058355
Myrmecophaga tridactyla	-67.75037528	-13.92693431
Myrmecophaga tridactyla	-67.74993657	-14.00829302
Myrmecophaga tridactyla	-67.82409493	-13.99058355
Myrmecophaga tridactyla	-67.74057982	-14.02632467
Myrmecophaga tridactyla	-67.81483723	-13.99053851
Myrmecophaga tridactyla	-67.72231204	-13.98102897
Myrmecophaga tridactyla	-68.19533023	-13.72990069
Myrmecophaga tridactyla	-68.16752121	-13.74789117
Myrmecophaga tridactyla	-68.28795181	-13.68497722
Myrmecophaga tridactyla	-68.13977409	-13.74779595
Myrmecophaga tridactyla	-68.15833669	-13.72977736
Myrmecophaga tridactyla	-68.13039148	-13.78392801
Myrmecophaga tridactyla	-68.16742529	-13.77501481
Myrmecophaga tridactyla	-68.17683341	-13.72983972
Myrmecophaga tridactyla	-68.0192752	-13.81063305
Myrmecophaga tridactyla	-68.00096518	-13.76535461
Myrmecophaga tridactyla	-68.00115672	-13.72015059
Myrmecophaga tridactyla	-68.01953917	-13.74734725
Myrmecophaga tridactyla	-68.00100354	-13.75631382
Myrmecophaga tridactyla	-67.94555069	-13.74704201
Myrmecophaga tridactyla	-67.98262271	-13.72911589
Myrmecophaga tridactyla	-68.00123315	-13.70206893
Myrmecophaga tridactyla	-68.11171959	-13.82906715
Myrmecophaga tridactyla	-68.09325037	-13.81995846
Myrmecophaga tridactyla	-68.12110727	-13.79293622
Myrmecophaga tridactyla	-68.11171959	-13.82906715
Myrmecophaga tridactyla	-68.0748183	-13.80180749
Myrmecophaga tridactyla	-68.04695528	-13.82882406
Myrmecophaga tridactyla	-68.09328533	-13.81091746
Myrmecophaga tridactyla	-68.08403397	-13.81088313
Myrmecophaga tridactyla	-68.00994768	-13.82867748
Myrmecophaga tridactyla	-68.08410454	-13.79280117
Myrmecophaga tridactyla	-67.47280387	-13.9163136
Myrmecophaga tridactyla	-67.59260803	-13.99839097
Myrmecophaga tridactyla	-67.50970194	-13.93462058
Myrmecophaga tridactyla	-67.51889861	-13.94371603
Myrmecophaga tridactyla	-67.53740807	-13.94382796
Myrmecophaga tridactyla	-67.31871603	-13.46336252
Myrmecophaga tridactyla	-67.39265791	-13.45480701
Myrmecophaga tridactyla	-67.37424891	-13.44564956
Myrmecophaga tridactyla	-67.41076964	-13.50915763
Myrmecophaga tridactyla	-67.39271819	-13.44576819
Myrmecophaga tridactyla	-67.41112806	-13.45492436
Myrmecophaga tridactyla	-67.33762196	-13.4002153
